titulo,link,contenido 
"Fotos: famosos que llegan a los 50 años en el 2017","http://www.eltiempo.com/multimedia/fotos/gente16/famosos-que-llegan-a-los-50-en-el-2017/16792298","None"
"'La paz va más allá de cualquier papel que se firme': Shakira","http://www.eltiempo.com/estilo-de-vida/gente/shakira-recibe-premio-en-el-foro-economico-mundial/16793882","<div id='contenido' itemprop='articleBody'>
                        <p>Shakira afirmó este lunes en Davos, donde vino a recibir un premio por su labor a favor de la educación, que la paz en Colombia debe ir 'más allá de los tratados'.</p>
<p><strong>'Puedo dar fe que todos los colombianos, o al menos la mayoría, deseamos un país en paz. Pero la paz va más allá de cualquier tratado, de cualquier papel que se firme'</strong> dijo la cantante de Barranquilla en un encuentro con periodistas.</p>
<p>'Yo soy una persona que nací y crecí en un país en guerra, en un país en conflicto y que he visto los estragos de la guerra y las repercusiones a través de los niños de nuestra fundación', recordó. Por ello definió la paz como un 'compromiso' social para dar igualdad de oportunidades.</p>
<p><strong>'Y qué mejor oportunidad que la educación, que nos hace iguales',</strong> afirmó. La estrella colombiana recibió este lunes el Crystal Award que otorga el Foro Económico Mundial (WEF) en su calidad de 'apasionada defensora' de la educación, en particular en la edad más temprana.</p>
<p>Shakira fundó en 1997 la oenegé Pies Descalzos, que promueve la educación pública de calidad entre los niños vulnerables de Colombia. La cantante, que tiene dos hijos con el jugador del Barcelona Gerard Piqué, también habló de su maternidad.<strong> 'Sasha, mi hijo pequeño, estuvo enfermo y ahora ya está bien, gracias a Dios. Pero después de pasar por esa experiencia sólo podía pensar en todas las madres que no tienen recursos',</strong> dijo la cantante.</p>
<p>El Foro también otorgó este lunes premios a la violinista Anne-Sophie Mutter, que dirige una fundación para jóvenes músicos, y al actor Forest Whitaker, que trabaja en pos de la paz en varios países del mundo,</p>
<p>Shakira coincide esta semana en Davos con el presidente de Colombia, Juan Manuel Santos, que expondrá en el Foro su experiencia del proceso de paz. El mandatario recibió en diciembre el Nobel por sus esfuerzos para poner fin a un conflicto armado que durante en 52 años ha enfrentado a guerrillas, paramilitares, organizaciones criminales y agentes estatales, con un balance de 260.000 muertos, 68.000 desaparecidos y 6,9 millones de desplazados. </p>
<p><a href='http://www.eltiempo.com/estilo-de-vida/gente/shakira-habla-sobre-su-cumpleanos-numero-40/16792808' target='_blank'>(Lea también: 'Los hijos te hacen reorganizar tus prioridades': Shakira)</a></p>
<p>AFP</p>                    </div>"
"Detenido el supuesto autor de masacre de Año Nuevo en Estambul","http://www.eltiempo.com/mundo/europa/detienen-al-autor-de-atentado-en-estambul/16793854","<div id='contenido' itemprop='articleBody'>
                        <p>La policía ha detenido este lunes al supuesto autor del <a class='linkdenota linkdenota' href='http://www.eltiempo.com/mundo/europa/ataque-a-discoteca-en-estambul-turquia/16783959' target='_blank'>atentado contra el club Reina</a> en Estambul <strong>en el que murieron 39 personas en la celebración de Año Nuevo, informó la agencia semipública turca Anadolu.</strong></p>
<p>El atacante, identificado como Abdulkadir Masharipov y de origen centroasiático, fue capturado por la policía en un barrio de Estambul, informa el diario Hürriyet.</p>
<p>Según este diario, <strong>se hallaba junto a su hijo de 4 años cuando fue detenido en una operación en la que el sospechoso no resultó herido.</strong> La cadena NTV, por su parte, asegura que el supuesto terrorista fue detenido en casa de un amigo kirguizo.</p>
<p>Según filtraciones que salieron en la prensa la semana pasada, Masharipov era de origen uzbeco, si bien el Gobierno turco apuntó que posiblemente perteneciera a la etnia túrquica uigur en China y que habría llegado a Turquía desde Kirguizistán.</p>
<p><strong>El atentado, ejecutado con un arma automática con la que el terrorista ametralló a los asistentes al club Reina</strong>, fue reivindicado por el grupo Estado Islámico.</p>
<p>EFE</p>                    </div>"
"Preseleccionados 8.945 créditos condonables de Ser Pilo Paga","http://www.eltiempo.com/estilo-de-vida/educacion/tercera-edicion-creditos-condonables-de-ser-pilo-paga/16793776","<div id='contenido' itemprop='articleBody'>
                        <p>Ministerio de Educación Nacional (MEN), en conjunto con el Icetex, realizó la preselección de 8.945 créditos condonables de la tercera convocatoria del programa Ser Pilo Paga en su tercera edición.</p>
<p>Los estudiantes preseleccionados fueron los que presentaron la prueba Saber 11 el 31 de julio de 2016 y obtuvieron un puntaje igual o superior a 342; cursaron y aprobaron el grado 11 en el año 2016, y están registrados en el Sisbén en la base del 22 de septiembre de 2016, según informó el MEN.</p>
<p>Esta tercera edición de Ser Pilo Paga<strong> se caracteriza porque Bogotá es la zona con mayor número de potenciales beneficiarios con un 11 por ciento de estudiantes;</strong> seguida por Antioquia con el 10 por ciento; Santander, 9,5 por ciento y Atlántico, 8,5 por ciento.</p>
<p>Además, el 68 por ciento de los estudiantes que alcanzaron el puntaje mínimo para postularse proviene de colegios públicos.<strong> En cuanto a género son más los hombres con el 56 por ciento de las vacantes para participar en el programa,</strong> frente al 44 por ciento de las mujeres.</p>
<p>Para consultar los resultados los estudiantes deben ingresar a la página web www.icetex.gov.co al espacio “consulta de resultados” y si su estado es “pre aprobado para garantías”, puede presentar ante la institución de educación superior seleccionada la siguiente documentación: formulario de solicitud de crédito Ser Pilo Paga 3, 2 fotocopias legibles del documento de identidad, copia de los resultados de la prueba Saber 11<strong> con un puntaje igual o superior a 342, y copia del diploma y/o acta de grado que acrediten haber cursado y aprobado el grado 11 en el año 2016.</strong></p>
<p>La institución de educación superior le entregará al joven el pagaré y la carta de instrucciones para que sean firmados por el beneficiario. <strong>Deben tener en cuenta los siguientes aspectos: el joven debe firmar y colocar la huella en el pagaré y en la carta de instrucciones;</strong> no se debe realizar reconocimiento de firma ante notario público, ni del pagaré, ni de la carta de instrucciones.</p>
<p>Si el beneficiario es menor de edad, su representante legal deberá firmar en el espacio de beneficiario y/o representante legal de la Carta de Instrucciones. En la parte inferior de esta deberá firmar el joven.</p>
<p><strong>Los jóvenes deben tener en cuenta que surtir todo este proceso ante la institución de educación superior es obligatorio para que el crédito sea adjudicado.</strong></p>
<p>En caso de que el preseleccionado pertenezca a población indígena, debe estar registrado dentro de la base censal del Ministerio del Interior con corte al 30 de septiembre de 2016 y ser admitido en una de las 44 instituciones de educación superior acreditadas en alta calidad.</p>
<p>EDUCACIÓN/VIDA</p>                    </div>"
"Lo que usted debe saber del carril escolar de la autopista Norte","http://www.eltiempo.com/bogota/carril-para-rutas-escolares-en-la-autopista-norte/16793703","<div id='contenido' itemprop='articleBody'>
                        <p>Desde el 16 de enero y hasta la temporada de vacaciones de mitad de año –aproximadamente en junio– la autopista Norte entre calles 167 y 235<strong> tendrá de manera definitiva la implementación del carril exclusivo para el transporte escolar, una medida que, según la Secretaría de Movilidad, ahorró 30 minutos de viaje.</strong></p>
<p><a href='http://www.eltiempo.com/bogota/carril-escolar-en-el-norte-de-bogota/16758490' target='_blank'>A esta conclusión llegó esta entidad luego de dos pruebas hechas en noviembre del año pasado, </a>además, los tiempos de cada viaje se redujeron hasta en 43 por ciento. <strong>La medida rige entre las 6:00 a. m. y las 8:30 a. m.</strong></p>
<p>Asimismo, Movilidad precisó cómo funcionan estos carriles en el corredor vial más importante del norte de la capital.</p>
<p>Durante el funcionamiento del carril escolar entre las 6:00 a.m. y las 8:30 a.m. de lunes a viernes, los recorridos se realizarán con los siguientes cambios de sentido en las calles 215 y 209 en el costado occidental de la autopista Norte.</p>
<p>En este sentido, <strong>la calle 215 quedará en un solo en sentido (oriente-occidente), entre la autopista Norte y la carrera</strong> <strong>51.</strong></p>
<p>Adicionalmente, la calle 209 será únicamente en sentido occidente-oriente, entre la carrera 51 y la autopista Norte.</p>
<p>Finalmente, <strong>la carrera 51 quedará en doble sentido.</strong></p>
<p class='intertitulo'>Desvíos para carros particulares</p>
<p>Aquellos automotores que circulan en sentido sur-norte y que habitualmente <strong>toman el retorno de la autopista Norte de la calle 212, frente al colegio San Viator, deberán seguir al norte para hacer el retorno en la calle 237</strong> y tomar al sur hasta llegar a la calle 215 (Club Campestre Cafam), girar al occidente y conectar con la carrera 51 (vea el mapa).</p>
<table style='width: 100%; /* height: 346px; */ margin-top: 10px; margin-bottom: 10px;'>
<tbody>
<tr>
<td><img alt='' height='202' src='http://www.eltiempo.com/contenido/bogota/IMAGEN/IMAGEN-16793767-2.jpg' style='height: auto; width: 100%;' width='492'/>
<p class='texto_piefoto'>De acuerdo con Movilidad, la implementación permanente del carril escolar se hará de forma cíclica. Archivo particular</p>
</td>
</tr>
</tbody>
</table>
<p><strong>En el tramo de la carrera 51 comprendido entre calle 209 y calle 215 no se alterará su sentido de circulación bidireccional.</strong></p>
<p>De acuerdo con Movilidad, la implementación permanente del carril escolar se hará de forma cíclica, y acorde con el calendario del periodo escolar, lo cual sería entre “el 16 de enero hasta el inicio de las vacaciones de mitad de año y posteriormente desde que comienzan las clases de mitad de año, hasta el inicio de las vacaciones de fin de año”.</p>
<p>Se espera que el Distrito realice una evaluación de otros corredores en diferentes puntos de la ciudad, con el fin de implementar esta medida.</p>
<p>ELTIEMPO.COM</p>                    </div>"
"Capturan a exescolta del DAS por crimen de Carlos Pizarro","http://www.eltiempo.com/politica/justicia/capturan-a-exescolta-del-das-jaime-gomez/16793728","<div id='contenido' itemprop='articleBody'>
                        <p>Este lunes fue capturado Jaime Ernesto Gómez Muñoz, uno de los agentes del DAS que en 1990 fungían como escoltas del jefe del M-19 Carlos Pizarro Leongómez, por su presunta responsabilidad en ese crimen, uno de los magnicidios cometidos por la mafia y la extrema derecha hace un cuarto de siglo.</p>
<p><strong>A Pizarro lo mataron en pleno vuelo Bogotá-Barranquilla el 26 de abril de 1990.</strong> Ahora, los fiscales de la Dirección de Contexto señalan a Gómez Muñoz por los presuntos delitos de homicidio, concierto para delinquir y porte o uso de armas y munición de uso privativo de las Fuerzas Militares.</p>
<p>Además, lo incriminan de <strong>“disparar contra el inicial agresor (el sicario) impactándolo en regiones vitales aun estando reducido”.</strong></p>
<p>La orden de captura la emitió la Fiscalía, en diciembre, luego de escuchar en indagatoria a Gómez Muñoz.</p>
<p>Noticia en desarrollo...</p>
<p>JUSTICIA</p>
<p> </p>                    </div>"
"Con la lucha anticorrupción, la centroizquierda busca la unidad","http://www.eltiempo.com/politica/partidos-politicos/campana-presidencial-de-la-izquierda-para-el-2018/16793709","<div id='contenido' itemprop='articleBody'>
                        <p><strong>La campaña presidencial de 2018 comenzó esta semana en Colombia con un tema central: la lucha contra la corrupción.</strong> Aunque aún ninguna colectividad ha elegido formalmente sus candidatos, los líderes que gravitan ideológicamente en la izquierda y en el centro han expresado en distintos medios que tras el fin del conflicto armado, este debe ser el principal problema a solucionar.</p>
<p>“Estoy segura de que en este país los corruptos son minoría”, le dijo la senadora verde Claudia López a EL TIEMPO. <br/><br/>“<strong>La mayoría de los electores están contra eso. Colombia ya no tiene como prioridad ni las Farc ni la paz, sino derrotar la corrupción, que es el gran cuello de botella para modernizar y desarrollar el país</strong>”, agregó López. </p>
<p>Además, la precandidata a la presidencia afirmó: 'Quien lidere y logre armar una coalición con el 80 por ciento de los ciudadanos que no están en ningún partido va a ganar'.</p>
<p>Claudia López, por eso, hizo un llamado a otros líderes para que se sumen a esta iniciativa. “Me gusta (Jorge) Robledo, me gusta (Sergio) Fajardo, adoro a (Antonio) Navarro y vendrán otros, vendrán otros. Es una maravilla para Colombia que haya múltiples liderazgos con credibilidad y coherencia de vida pública para liderar la batalla contra la corrupción”, dijo la congresista.</p>
<p>Precisamente, el tema de la lucha contra la corrupción también ha sido marcado por el exgobernador de Antioquia. Así, por ejemplo, en su cuenta de Twitter Fajardo escribió tres trinos: <strong>“1. Lo de Odebrecht es mínimo. Ahora aceptan: La corrupción es una empresa criminal más difícil de combatir que las guerrillas y las bacrim”; “2. Clave en la lucha contra los corruptos: seguir la plata. Las propiedades. Las redes de testaferros. Ahí es donde les duele.#sepuede”</strong>; y “3. Los corruptos a quien tiene precio se lo encuentran. Los más ricos, más cobran. ¿No hay ‘Odebrechts criollos’? Ojos, muchos ojos. Se ven”.</p>
<p>En el caso de Robledo también ha dejado en claro que la corrupción es el problema a erradicar. De hecho, él ha centrado gran parte de su carrera legislativa a hacer debates en contra de los corruptos. Con el lanzamiento de su precandidatura en el Polo Democrático Alternativo es de suponer que continuará con esta tarea.</p>
<p><strong>Pero el tema de la corrupción hoy está en la primera plana no solo porque figure en la agenda de quienes aspiran llegar a la Casa de Nariño, sino porque este lunes fue el eje de los discursos del presidente Juan Manuel Santos y del procurador general, Fernando Carrillo, durante su toma de posesión.</strong></p>
<p>En efecto, el Presidente pidió este lunes a las cabezas de los organismos de control que resuelvan a la brevedad posible casos de corrupción como los de Odebrecht, Reficar y Bioenergy, que han causado indignación en diferentes estamentos de la Nación.</p>
<p>“Les pido, señor fiscal Néstor Humberto Martínez; señor Procurador Fernando Carrillo, y señor Contralor Edgardo Maya, que se resuelvan estos casos a la mayor brevedad posible, y que no se tenga ninguna, ninguna contemplación con ninguno de los responsables de cualquier ilícito”, indicó el Mandatario tras posesionar al Procurador, en un acto en la Casa de Nariño.</p>
<p>El <a class='linkdenota linkdenota linkdenota' href='http://www.eltiempo.com/politica/justicia/posesion-de-fernando-carrillo-como-procurador-general/16793559' target='_blank'>nuevo jefe del ministerio Público respondió en esta misma línea</a>. “Procuraduría se escribe con la ‘P’ de paz, de probidad y de progreso para el pueblo, de país sin perversos que se roban el dinero de los pobres. Los peores enemigos de Colombia hoy ya no portan fusiles, sino coimas para saquear las arcas del Estado. Unidos podemos vencerlos”, señaló Carrillo.</p>
<p>“Luchar contra la corrupción debe ser un llamado a la unidad contra esa epidemia que golpea a los sectores menos favorecidos”, agregó el Procurador. “La corrupción es el peor enemigo de este país, más que la guerra. Vamos a vencerla, porque ser corrupto en Colombia dejará de dar estatus”, agregó.</p>
<p><strong>La excongresista Piedad Córdoba, cuyo nombre posiblemente también esté sobre la mesa para las elecciones de 2018, manifestó su acuerdo “con la lucha contra la corrupción”.</strong></p>
<p>“Sería una gran unidad de todos los sectores progresistas, una alianza ciudadana. Hay que mirar quién o quiénes de nuestros sectores se lanzan para lograr una consulta, un programa y listas cerradas y comenzar a trabajar en todo esto”, afirmó Piedad Córdoba.</p>
<p>Así las cosas, el tema de la corrupción está en boca de los principales protagonistas de la política nacional. ¿Será el tema de la campaña que ahora calienta motores? ¿Será la bandera exclusiva del centro y de la izquierda?</p>
<p>POLÍTICA</p>                    </div>"
"En fotos: sumérjase en las maravillas de un museo bajo el agua","http://www.eltiempo.com/multimedia/fotos/cultyentre15/museo-bajo-el-agua-en-europa/16792209","None"
"La UE 'no necesita consejos externos', contesta Hollande a Trump","http://www.eltiempo.com/mundo/europa/hollande-le-contesta-a-trump-sobre-sus-consejos/16793710","<div id='contenido' itemprop='articleBody'>
                        <p>La Unión Europea <strong>'no necesita consejos externos'</strong> para tomar sus decisiones, afirmó el presidente francés François<br/>Hollande este lunes en respuesta a las críticas del presidente electo estadounidense Donald Trump sobre la UE.</p>
<p>'Aquí lo afirmo, Europa estará siempre dispuesta a continuar con la cooperación transatlántica, pero esta será determinada en función de sus intereses y de sus valores. No necesita consejos externos para decirle lo que tiene que hacer', declaró Hollande al condecorar en París a la embajadora saliente estadounidense, Jane Hartley.</p>
<p>En declaraciones a los diarios 'The Times' y 'Bild', Trump consideró una buena decisión la salida de Reino Unido del bloque europeo y pronosticó que 'otros países dejarán' la UE, según él, por culpa de la crisis migratoria.</p>
<p>El futuro mandatario pronosticó también que el Brexit será un <strong>'éxito' y calificó de 'error catastrófico' la decisión de la canciller alemena Angela Merkel de acoger a los migrantes 'ilegales'.</strong></p>
<p>PARÍS (AFP)</p>                    </div>"
"Veteranos y galanes: los hombres que robaron a Kim Kardashian","http://www.eltiempo.com/estilo-de-vida/gente/detenidos-por-el-robo-a-kim-kardashian/16793674","<div id='contenido' itemprop='articleBody'>
                        <p>Hombres de 72 y 54 años de edad son los principales autores de uno de los atracos más mediáticos del 2016 y en el cual fue víctima una de las celebridades de mayor reconocimiento en el mundo: <a href='http://www.eltiempo.com/noticias/kim-kardashian' target='_blank'>Kim Kardashian.</a></p>
<p>El atraco, perpetrado en París (Francia) <a href='http://www.eltiempo.com/estilo-de-vida/gente/kardashian-revela-detalles-del-robo-del-que-fue-victima-en-paris/16793120' target='_blank'>entre el 2 y 3 de octubre del año pasado, dejó para los asaltantes un botín de más de 9 millones de euros. </a>Más de tres meses después, y con cerca de 17 personas implicadas en el delito, la Policía presentó la identidad de los ladrones cuya edad sobrepasa los 50 años,<strong> al menos en seis de los cabecillas de esta banda, y a quienes se les podría confundir con un grupo de galanes bien presentados.</strong></p>
<p>Uno de ellos es Aomar Ait Khedache, al que se le identificó como el autor intelectual y cerebro del gran robo, de 60 años, y con antecedentes penales por el robo de un carro, uso de drogas y hasta una agresión. ‘Viejo Aomar’, como se conocía su alias, dejó rastros de su ADN en una de las joyas que quedaron en la el apartamento de lujo en el que se hospedaba Kardashian<strong>. Las autoridades parisinas identificaron el ADN y <a href='http://www.eltiempo.com/mundo/europa/capturas-por-robo-a-kim-kardashian-en-paris/16788848' target='_blank'>aseguraron que este hallazgo fue clave para poder dar con el paradero de los responsables.</a></strong></p>
<p>Junto a ‘Viejo Aomar’, ya fueron capturados Pierre Bouanère, alias Pierrot, de 72 años, y a quien la Policía identifica como un mafioso de Marsella. Otro de los presuntos delincuentes, de 62 años, apodado <strong>‘Ojos Azules’ y de nombre Didier Dubreucq, había sido condenado a ocho años y medio de prisión por tráfico de cocaína procedente de Medellín.</strong></p>
<p>A este grupo de asaltantes se suman François D., alias el Grande, de 54 años, y Yunice Abbas, de 63 años. Por este mismo delito, las autoridades detuvieron a otros cuatro delincuentes por supuesta complicidad.</p>
<p>Varios medios de comunicación, que han seguido de cerca este atraco, compararon el perfil de los ladrones con los personajes de la película <strong>‘La gran estafa’, que protagonizaron estrellas como George Clooney y Brad Pitt y que fue dirigida por Steven Soderbergh.</strong></p>
<p><iframe frameborder='0' height='315' id='iframe_10' name='iframe_10' scrolling='no' src='https://www.youtube.com/embed/b_bzUIbE5jo' width='560'></iframe></p>
<p>Según los investigadores, los ladrones se llevaron un botín valorado en 9 millones de euros, el mayor robo de joyas a una persona registrado en Francia en más de dos décadas. A principios de enero, una gran operación policial acabó con el arresto de 17 personas en París y su región, en la Provenza y en la Costa Azul, relacionadas con el robo.</p>
<p>ELTIEMPO.COM</p>                    </div>"
"Listo el horario para la ida de la Superliga entre Medellín y Santa Fe","http://www.eltiempo.com/deportes/futbol-colombiano/horario-para-la-superliga-entre-medellin-y-santa-fe/16793804","<div id='contenido' itemprop='articleBody'>
                        <p>La Dimayor dio a conocer este lunes el horario del partido de ida de la Superliga, que enfrentará a los dos campeones del 2016 en el fútbol colombiano, Medellín y Santa Fe. El partido será este sábado a las 7:30 p. m. El partido de vuelta aún no tiene horario confirmado.</p>
<p><strong>Partido de ida:</strong></p>
<p>Sábado 21 de enero<br/>Medellín vs. Santa Fe<br/>Hora: 7:30 p.m.<br/>Estadio: Atanasio Girardot</p>
<p><strong>Partido de vuelta:</strong></p>
<p>Domingo 29 de enero<br/>Santa Fe vs. Medellín<br/>Hora: Por definir<br/>Estadio: El Campín</p>
<p>La Superliga será la primera competencia para ambos equipos. Los cardenales con sus caras nuevas, como Carlos Henao, Dennis Stracqualursi, Johan Arango y José Adolfo Valencia. Damir Ceter se encuentra con la Selección Colombia Sub-20.</p>
<p>En el DIM se estrenará su DT, Luis Zubeldía. Además tiene como refuerzos a Nelson Ramos, Juan Fernando Quintero, Jonathan Lopera, Jhonier Viveros y Christiam Nazarit.</p>
<p>DEPORTES</p>                    </div>"
"Exsenador Otto Bula no acepta cargos en caso Odebrecht","http://www.eltiempo.com/politica/justicia/imputacion-de-cargos-a-otto-bula-en-caso-odebrecht/16793644","<div id='contenido' itemprop='articleBody'>
                        <p>Ante el juez 82 penal municipal de garantías la Fiscalía efectuó la<strong> imputación de cargos contra el <a href='http://www.eltiempo.com/politica/justicia/caso-odebrecht-otto-bula-atiende-audiencia-de-legalizacion-de-captura/16793372'>exsenador Otto Bula</a></strong><a href='http://www.eltiempo.com/politica/justicia/caso-odebrecht-otto-bula-atiende-audiencia-de-legalizacion-de-captura/16793372'>, segundo capturado por el caso Odebrecht.</a></p>
<p>Bula debe responder por los delitos de cohecho por dar y ofrecer y enriquecimiento ilícito de particulares.<strong> No aceptó cargos.</strong></p>
<p>La audiencia de solicitud de medida de aseguramiento quedó para mañana (martes).<strong> <br/></strong></p>
<p>Bula, según la Fiscalía, fue contratado por la firma brasileña el 5 de agosto de 2013 para “obtener el contrato de la vía Ocaña-Gamarra” del tramo dos de la Ruta del Sol. <strong>“(A Bula) se le confió el encargo de obtener la inclusión de ciertas condiciones económicas en el contrato”, dijo.</strong> Esta obra fue adjudicada por la Agencia Nacional de Infraestructura (ANI), en el 2014, a través de un otrosí y no de una licitación pública.</p>
<p>La Fiscalía, según se conoció en la audiencia, tiene soportes contables cuyas copias fueron facilitadas por <a href='http://www.eltiempo.com/noticias/odebrecht'>Odebrecht</a>.</p>
<p>“El documento contractual del 2014 incorporó las mismas condiciones (números de peajes, aumento del valor de los peajes existentes y anticipo de las vigencias futuras) que habían sido requeridas por Odebrecht”, señaló este sábado la vicefiscal María Paulina Riveros, al dar a conocer la captura de Bula.</p>
<p>Por este escándalo fue <a class='linkdenota linkdenota linkdenota linkdenota linkdenota linkdenota' href='http://www.eltiempo.com/politica/justicia/gabriel-garcia-seria-primer-condenado-por-caso-odebrecht/16793413' target='_blank'>enviado a la cárcel La Picota el exviceministro de Transporte, Gabriel García.</a> El exfuncionario <strong>aceptó cargos por cohecho, interés indebido en la celebración de contratos y enriquecimiento ilícito</strong> en la exigencia de 6,5 millones de dólares para obtener la adjudicación del tramo dos de la Ruta del Sol, que fue entregado en diciembre de 2009 a la firma brasilera.</p>
<p>Por aceptar cargos, García recibirá una rebaja de hasta la mitad de la condena. Con ese beneficio la sentencia sería de menos de diez años de prisión.</p>
<p>JUSTICIA<br/><a class='linkdenota linkdenota linkdenota linkdenota linkdenota linkdenota' href='mailto:justicia@eltiempo.com' target='_blank'>justicia@eltiempo.com</a></p>                    </div>"
"Colombiano fue asesinado en tiroteo en festival de música en México","http://www.eltiempo.com/mundo/latinoamerica/tiroteo-en-festival-de-musica-electronica-en-mexico/16793490","<div id='contenido' itemprop='articleBody'>
                        <p>Al menos <strong>cinco personas murieron y otras quince resultaron heridas tras desatarse un tiroteo durante el festival BPM,</strong> evento de música electrónica que se llevaba a cabo en Playa del Carmen, <a class='linkdenota linkdenota linkdenota linkdenota linkdenota linkdenota linkdenota' href='http://www.eltiempo.com/noticias/mexico' target='_blank'>México</a>. Las autoridades dijeron que dos canadienses, un italiano y un colombiano están entre los fallecidos por el hecho.</p>
<p>Los disparos habrían comenzado en la discoteca Blue Parrot, provocando la estampida de los asistentes.</p>
<p><strong>'Presumimos que dos (de los muertos) son nacionales y tres extranjeros'</strong>, dijo a radio Turquesa Cristina Torres, alcaldesa de Solidaridad, el municipio donde se encuentra Playa del Carmen.</p>
<p>La Cancillería de México en Colombia confirmó que entre las víctimas mortales hay un colombiano, <strong>quien al parecer pertenecía al cuerpo de seguridad del evento.</strong></p>
<p>Además, esta entidad también indicó que otro connacional, quien fue identificado como Andrés Rivera, resultó con heridas en los brazos, por lo que está internado en el Hospital Playa Med.</p>
<p>Entre tanto, por medio de la página oficial del evento, por Facebook, los organizadores confirmaron los hechos.</p>
<p>“Este acto de violencia se inició en Calle 12 frente al club y tres miembros del equipo de seguridad de BPM están entre esas vidas que perdimos, mientras trataban de proteger a los asistentes en el interior de la sede”, afirma el comunicado.</p>
<p>El ataque se dio cerca de las 3:00 a. m. hora local, justo en la jornada de clausura del festival después de diez días de conciertos.</p>
<p><strong>Según Torres, los disparos se registraron en la discoteca, aunque todavía se desconocen detalles concretos de lo acontecido.</strong></p>
<p>Miguel Angel Pech Cen, fiscal general del estado de Quintana Roo, del que es capital Cancún y donde está Playa del Carmen, informó además que hay 'tres personas detenidas cerca del lugar de los hechos', pero no pudo ofrecer más detalles.</p>
<p><strong>'No sabemos de quién se trata en específico, ignoramos el número de armas, si son nacionales o extranjeros'</strong>, indicó a una emisora de radio local, aunque no descartó que el incidente tenga alguna relación con la lucha por 'el control de la plaza' entre bandas del narcotráfico.</p>
<p>Según versiones extraoficiales, una de las persona fallecidas es el organizador del evento y los heridos se registraron al parecer producto de la estampida provocada por los disparos, realizados por un presunto sicario acompañado de otras dos personas. Entre los lesionados hay una persona que se encuentra en estado grave.</p>
<p>MUNDO y AFP </p>                    </div>"
